"Sample_Id1","Sample_Id2","sex_combo","season_combo","distance_category","physical_distance","beta_total","beta_replacement","beta_richness"
9002,9079,"similar_male","similar_spring","long",11578.523183,0.92955612,0.64358865,0.28596747
9002,9080,"similar_male","similar_spring","long",19163.586705,0.723040049,0.431765974,0.291274076
9002,9084,"similar_male","similar_spring","long",19278.500362,0.33759441,0.250450067,0.087144343
9002,9090,"similar_male","similar_spring","long",18270.093543,0.279324771,0.097606603,0.181718169
9002,9093,"similar_male","similar_spring","long",13584.265988,0.884537783,0.605895511,0.278642271
9002,9094,"similar_male","similar_spring","long",17386.88171,0.327829943,0.22156332,0.106266623
9002,9095,"similar_male","similar_spring","long",10017.118314,0.31059819,0.25684316,0.05375503
9002,9100,"similar_male","similar_spring","long",11416.889537,0.18806374,0.144531986,0.043531754
9002,9101,"similar_male","similar_spring","long",16824.191859,0.519970886,0.466364642,0.053606243
9003,9004,"similar_male","similar_spring","short",1345.343419,0.42391996,0.174611525,0.249308435
9003,9005,"similar_male","similar_spring","short",1286.320675,0.537047047,0.465998988,0.071048059
9003,9006,"similar_male","similar_spring","medium",6042.517384,0.595086931,0.546573183,0.048513749
9003,9007,"similar_male","similar_spring","medium",4306.596236,0.60936242,0.453109836,0.156252583
9003,9008,"similar_male","similar_spring","medium",4978.72435,0.38710402,0.337866082,0.049237938
9003,9009,"similar_male","similar_spring","medium",8864.580599,0.395931039,0.206938461,0.188992577
9003,9010,"similar_male","similar_spring","long",10076.370062,0.420108059,0.397303229,0.02280483
9003,9011,"similar_male","similar_spring","long",17149.575146,0.516899845,0.393396264,0.123503581
9003,9012,"similar_male","similar_spring","long",19063.23436,0.264207811,0.190477332,0.07373048
9003,9013,"similar_male","similar_spring","long",16843.768917,0.110931983,0.080682546,0.030249438
9003,9014,"similar_male","similar_spring","short",847.097874,0.554460657,0.435804231,0.118656426
9003,9015,"similar_male","similar_spring","short",1056.221363,0.555187424,0.549259655,0.005927769
9003,9016,"similar_male","similar_spring","long",16929.799389,0.812625846,0.648416206,0.164209641
9003,9017,"similar_male","similar_spring","long",14056.207061,0.657988526,0.369073633,0.288914893
9003,9018,"similar_male","similar_spring","long",17837.757974,0.792822229,0.55202319,0.240799039
9003,9019,"similar_male","similar_spring","long",12554.230069,0.213213109,0.12327072,0.089942389
9003,9020,"similar_male","similar_spring","long",14919.276245,0.677200373,0.638518416,0.038681957
9003,9021,"similar_male","similar_spring","long",19558.928571,0.616616233,0.440452348,0.176163885
9003,9022,"similar_male","similar_spring","medium",5098.922648,0.280186203,0.159616623,0.12056958
9003,9023,"similar_male","similar_spring","medium",8907.642765,0.723601114,0.580471527,0.143129586
9003,9024,"similar_male","similar_spring","medium",8312.141784,0.256614796,0.087630219,0.168984577
9003,9025,"similar_male","similar_spring","medium",4379.339341,0.148091718,0.078163802,0.069927916
9003,9026,"similar_male","similar_spring","medium",6201.933532,0.692357131,0.553260309,0.139096821
9003,9027,"similar_male","similar_spring","medium",7911.049257,0.44500698,0.313434911,0.131572069
9003,9028,"similar_male","similar_spring","medium",8294.474285,0.586600277,0.410644045,0.175956232
9003,9029,"similar_male","similar_spring","medium",4584.81874,0.636266476,0.546979265,0.089287211
9003,9030,"similar_male","similar_spring","short",2044.838621,0.485596356,0.287255924,0.198340432
9003,9031,"similar_male","similar_spring","short",1512.993488,0.80423746,0.612471117,0.191766343
9003,9032,"similar_male","similar_spring","short",1684.592195,0.404437303,0.355385461,0.049051842
9003,9033,"similar_male","similar_spring","short",617.4555,0.439750196,0.415583521,0.024166675
9003,9034,"similar_male","similar_spring","short",825.726754,0.24819722,0.098988225,0.149208995
9003,9035,"similar_male","similar_spring","short",2449.082868,0.574489322,0.390207686,0.184281636
9003,9036,"similar_male","similar_spring","short",247.2518,0.693001733,0.507895988,0.185105744
9003,9037,"similar_male","similar_spring","short",918.050295,0.396006784,0.262275024,0.13373176
9003,9038,"similar_male","similar_spring","short",903.665137,0.893855506,0.634908029,0.258947477
9003,9039,"similar_male","similar_spring","short",572.449028,0.168555207,0.156980778,0.011574429
9003,9040,"similar_male","similar_spring","short",918.149012,0.353952697,0.299057491,0.054895205
9003,9041,"similar_male","similar_spring","short",1327.695309,0.482401567,0.353794495,0.128607072
9003,9042,"similar_male","similar_spring","short",1560.03628,0.726587105,0.513538912,0.213048193
9003,9043,"similar_male","similar_spring","short",1257.476182,0.734028605,0.566473713,0.167554892
9003,9044,"similar_male","similar_spring","short",1390.326759,0.307375007,0.175294478,0.132080529
9003,9045,"similar_male","similar_spring","short",1218.700601,0.64640918,0.533426036,0.112983144
9003,9046,"similar_male","similar_spring","short",2791.373667,0.705260793,0.548884289,0.156376504
9003,9047,"similar_male","similar_spring","short",2298.672846,0.73087577,0.560029692,0.170846078
9003,9051,"similar_male","similar_spring","medium",4217.314322,0.221951825,0.207088461,0.014863364
9003,9052,"similar_male","similar_spring","medium",7858.372549,0.553195116,0.392664722,0.160530394
9003,9053,"similar_male","similar_spring","medium",8141.257188,0.78505883,0.576973543,0.208085287
9003,9054,"similar_male","similar_spring","medium",3337.877772,0.662458069,0.524600785,0.137857285
9003,9055,"similar_male","similar_spring","medium",7743.444957,0.484753687,0.271126865,0.213626822
9003,9056,"similar_male","similar_spring","medium",4182.383286,0.215990873,0.214251031,0.001739842
9003,9057,"similar_male","similar_spring","medium",4278.815412,0.717612196,0.452274005,0.265338191
9003,9058,"similar_male","similar_spring","medium",5270.51072,0.712624675,0.550195757,0.162428917
9003,9059,"similar_male","similar_spring","medium",7775.153847,0.828066863,0.556984571,0.271082292
9003,9060,"similar_male","similar_spring","medium",4577.232166,0.348961952,0.337439926,0.011522026
9003,9061,"similar_male","similar_spring","medium",6736.589968,0.822610656,0.591432307,0.231178349
9003,9062,"similar_male","similar_spring","medium",6190.296433,0.678120388,0.613011999,0.065108389
9003,9063,"similar_male","similar_spring","short",1989.082403,0.765549257,0.533747061,0.231802197
9003,9064,"similar_male","similar_spring","short",2488.114818,0.634009715,0.343110245,0.290899469
9003,9065,"similar_male","similar_spring","short",2018.542398,0.585887704,0.390290127,0.195597577
9003,9067,"similar_male","similar_spring","short",1335.411344,0.848041531,0.5778023,0.270239231
9003,9068,"similar_male","similar_spring","short",1870.623524,0.405293646,0.240034101,0.165259545
9003,9069,"similar_male","similar_spring","short",140.147977,0.2631493,0.236053085,0.027096215
9003,9070,"similar_male","similar_spring","medium",8367.968902,0.053287491,0.050085903,0.003201588
9003,9071,"similar_male","similar_spring","medium",3344.255093,0.710370641,0.458763923,0.251606718
9003,9072,"similar_male","similar_spring","medium",6678.226231,0.727081809,0.502558649,0.22452316
9003,9074,"similar_male","similar_spring","long",13518.477493,0.739618102,0.464052647,0.275565455
9003,9075,"similar_male","similar_spring","long",17832.413577,0.4221396,0.321275804,0.100863796
9003,9076,"similar_male","similar_spring","long",17619.312146,0.208078039,0.196039745,0.012038294
9003,9077,"similar_male","similar_spring","long",15862.118402,0.653191549,0.472038831,0.181152718
9003,9078,"similar_male","similar_spring","long",9169.229666,0.450698149,0.205935205,0.244762944
9003,9079,"similar_male","similar_spring","long",15469.440114,0.369373917,0.266850872,0.102523046
9003,9080,"similar_male","similar_spring","long",17816.063019,0.487058666,0.479958919,0.007099748
9003,9084,"similar_male","similar_spring","long",18058.72959,0.356043604,0.285278752,0.070764852
9003,9090,"similar_male","similar_spring","long",16324.201725,0.743350722,0.588067761,0.155282961
9003,9093,"similar_male","similar_spring","long",10119.423465,0.204315641,0.177588905,0.026726736
9003,9094,"similar_male","similar_spring","long",15677.502614,0.500943414,0.405051431,0.095891982
9003,9095,"similar_male","similar_spring","long",11508.788012,0.222565568,0.078626556,0.143939012
9003,9100,"similar_male","similar_spring","long",15117.738747,0.346239372,0.321017516,0.025221857
9003,9101,"similar_male","similar_spring","long",13320.143005,0.733680005,0.523329282,0.210350723
9004,9005,"similar_male","similar_spring","short",2523.898749,0.352983067,0.339881433,0.013101634
9004,9006,"similar_male","similar_spring","medium",4721.405922,0.639346697,0.357640686,0.281706011
9004,9007,"similar_male","similar_spring","medium",5483.479092,0.74795061,0.465949688,0.282000922
9004,9008,"similar_male","similar_spring","medium",6066.320607,0.844942677,0.581045797,0.26389688
9004,9009,"similar_male","similar_spring","medium",8105.043312,0.642213791,0.529907657,0.112306134
9004,9010,"similar_male","similar_spring","long",10109.812964,0.711549197,0.537532151,0.174017046
9004,9011,"similar_male","similar_spring","long",19344.230304,0.241351407,0.239797671,0.001553736
9004,9012,"similar_male","similar_spring","long",14832.454919,0.580905301,0.321667029,0.259238272
9004,9013,"similar_male","similar_spring","long",10496.942605,0.436803474,0.424136525,0.012666949
9004,9014,"similar_male","similar_spring","short",2627.648817,0.307141445,0.14035395,0.166787495
9004,9015,"similar_male","similar_spring","short",540.242772,0.583071919,0.341968124,0.241103795
9004,9016,"similar_male","similar_spring","long",14582.729965,0.521842538,0.222469801,0.299372737
9004,9017,"similar_male","similar_spring","long",10687.02269,0.745671091,0.476530183,0.269140907
9004,9018,"similar_male","similar_spring","long",13510.246637,0.275288585,0.266170324,0.009118261
9004,9019,"similar_male","similar_spring","long",11751.783481,0.662270954,0.469203859,0.193067095
9004,9020,"similar_male","similar_spring","long",12712.064567,0.256878412,0.078136219,0.178742193
9004,9021,"similar_male","similar_spring","long",13326.276915,0.133707776,0.126716878,0.006990899
9004,9022,"similar_male","similar_spring","medium",7787.561711,0.69246212,0.57567853,0.11678359
9004,9023,"similar_male","similar_spring","medium",7581.25237,0.599640477,0.493562177,0.1060783
9004,9024,"similar_male","similar_spring","medium",5529.915063,0.494145376,0.316729765,0.177415611
9004,9025,"similar_male","similar_spring","medium",5703.128961,0.632124472,0.602920611,0.029203861
9004,9026,"similar_male","similar_spring","medium",3810.891108,0.198698135,0.08889179,0.109806346
9004,9027,"similar_male","similar_spring","medium",8287.767087,0.23701673,0.185852035,0.051164695
9004,9028,"similar_male","similar_spring","medium",6797.285435,0.445607764,0.223508983,0.222098782
9004,9029,"similar_male","similar_spring","medium",8837.672012,0.379230484,0.264317143,0.114913341
9004,9030,"similar_male","similar_spring","short",2229.991291,0.70544394,0.63533735,0.07010659
9004,9031,"similar_male","similar_spring","short",976.389014,0.648117843,0.375521117,0.272596726
9004,9032,"similar_male","similar_spring","short",613.27057,0.390436481,0.292613223,0.097823258
9004,9033,"similar_male","similar_spring","short",1253.536023,0.15842316,0.085966705,0.072456454
9004,9034,"similar_male","similar_spring","short",927.528887,0.249317347,0.100062223,0.149255124
9004,9035,"similar_male","similar_spring","short",2901.863226,0.277405634,0.173023281,0.104382352
9004,9036,"similar_male","similar_spring","short",1787.56428,0.496345761,0.272971777,0.223373984
9004,9037,"similar_male","similar_spring","short",2819.52836,0.692711611,0.609347716,0.083363895
9004,9038,"similar_male","similar_spring","short",2503.799122,0.545298285,0.489969211,0.055329074
9004,9039,"similar_male","similar_spring","short",704.172396,0.806404214,0.62734124,0.179062975
9004,9040,"similar_male","similar_spring","short",1965.998446,0.435039718,0.369731494,0.065308224
9004,9041,"similar_male","similar_spring","short",997.938711,0.502688227,0.345391841,0.157296387
9004,9042,"similar_male","similar_spring","short",705.291598,0.686404067,0.481098057,0.205306009
9004,9043,"similar_male","similar_spring","short",2343.676859,0.432052008,0.276557633,0.155494375
9004,9044,"similar_male","similar_spring","short",1955.034785,0.515338006,0.308718528,0.206619478
9004,9045,"similar_male","similar_spring","short",749.097854,0.380414353,0.101268589,0.279145764
9004,9046,"similar_male","similar_spring","short",1103.407408,0.424178877,0.35524448,0.068934396
9004,9047,"similar_male","similar_spring","short",141.537959,0.558539778,0.390148709,0.168391069
9004,9051,"similar_male","similar_spring","medium",8776.150882,0.257887529,0.232376044,0.025511485
9004,9052,"similar_male","similar_spring","medium",3460.783216,0.534475899,0.29067579,0.243800109
9004,9053,"similar_male","similar_spring","medium",6495.699214,0.677238482,0.56022834,0.117010143
9004,9054,"similar_male","similar_spring","medium",6601.091333,0.49007073,0.232409958,0.257660772
9004,9055,"similar_male","similar_spring","medium",8906.103104,0.552096004,0.522057925,0.030038079
9004,9056,"similar_male","similar_spring","medium",8572.508598,0.565049801,0.496448867,0.068600933
9004,9057,"similar_male","similar_spring","medium",6583.273414,0.64195812,0.574183835,0.067774285
9004,9058,"similar_male","similar_spring","medium",3079.966344,0.3562577,0.272162465,0.084095235
9004,9059,"similar_male","similar_spring","medium",5661.894261,0.776760662,0.604492302,0.17226836
9004,9060,"similar_male","similar_spring","medium",4052.88605,0.741976378,0.474487007,0.267489371
9004,9061,"similar_male","similar_spring","medium",7740.29847,0.388555587,0.379782518,0.008773069
9004,9062,"similar_male","similar_spring","medium",3697.771212,0.688753871,0.519547519,0.169206353
9004,9063,"similar_male","similar_spring","short",1291.019273,0.88179251,0.632866821,0.248925688
9004,9064,"similar_male","similar_spring","short",243.398531,0.367770962,0.294239623,0.073531339
9004,9065,"similar_male","similar_spring","short",1319.500474,0.79066546,0.579280041,0.211385419
9004,9067,"similar_male","similar_spring","short",925.472707,0.482326943,0.328169554,0.15415739
9004,9068,"similar_male","similar_spring","short",1793.209453,0.573710867,0.573233052,0.000477816
9004,9069,"similar_male","similar_spring","short",344.192329,0.303030746,0.240420905,0.062609842
9004,9070,"similar_male","similar_spring","medium",4114.689559,0.398615499,0.389565815,0.009049684
9004,9071,"similar_male","similar_spring","medium",5474.478198,0.566569043,0.479346226,0.087222816
9004,9072,"similar_male","similar_spring","medium",3684.435268,0.640569719,0.627626911,0.012942808
9004,9074,"similar_male","similar_spring","long",14275.701065,0.513006565,0.473739566,0.039266999
9004,9075,"similar_male","similar_spring","long",15918.017803,0.553845239,0.278646135,0.275199103
9004,9076,"similar_male","similar_spring","long",15837.153908,0.755432437,0.59135558,0.164076857
9004,9077,"similar_male","similar_spring","long",13985.664937,0.467168695,0.434668743,0.032499952
9004,9078,"similar_male","similar_spring","long",14865.04983,0.448264636,0.25515392,0.193110715
9004,9079,"similar_male","similar_spring","long",10544.822943,0.495340519,0.411327551,0.084012968
9004,9080,"similar_male","similar_spring","long",15168.13941,0.754245221,0.527717562,0.226527659
9004,9084,"similar_male","similar_spring","long",16472.465797,0.481131777,0.439108665,0.042023113
9004,9090,"similar_male","similar_spring","long",13828.27192,0.541428467,0.327749408,0.213679059
